assessment_id,predictor_row_key_t,target_row_key_t_plus_1,ticker,target_year,class_label,candidate_id,source_id,block,evidence_id,assessment_status,usability_flag,definition_contract_gap,prediction_cutoff,cutoff_resolvable,g01,g02,g03,g04,g05,g06,g07,g08,failure_reason,reviewer_status
assess_بموتو_1393_بموتو_1394_cand_m3_fx_change_official,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1393_بموتو_1394_cand_m3_policy_financing_rate,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1393_بموتو_1394_cand_m4_audit_opinion_type,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1393_بموتو_1394_cand_m4_going_concern_flag,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1393_بموتو_1394_cand_m4_audit_lag_days,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1393_بموتو_1394_cand_m4_board_size,بموتو|1393,بموتو|1394,بموتو,1394,negative,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m2_equity_return_window,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m2_realized_volatility,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m2_amihud_illiquidity,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m3_cpi_inflation,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m3_fx_change_official,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m3_policy_financing_rate,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m4_audit_opinion_type,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m4_going_concern_flag,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m4_audit_lag_days,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکاب_1393_بکاب_1394_cand_m4_board_size,بکاب|1393,بکاب|1394,بکاب,1394,negative,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m2_equity_return_window,بکام|1393,بکام|1394,بکام,1394,negative,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m2_realized_volatility,بکام|1393,بکام|1394,بکام,1394,negative,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m2_amihud_illiquidity,بکام|1393,بکام|1394,بکام,1394,negative,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m3_cpi_inflation,بکام|1393,بکام|1394,بکام,1394,negative,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m3_fx_change_official,بکام|1393,بکام|1394,بکام,1394,negative,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m3_policy_financing_rate,بکام|1393,بکام|1394,بکام,1394,negative,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m4_audit_opinion_type,بکام|1393,بکام|1394,بکام,1394,negative,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m4_going_concern_flag,بکام|1393,بکام|1394,بکام,1394,negative,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m4_audit_lag_days,بکام|1393,بکام|1394,بکام,1394,negative,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بکام_1393_بکام_1394_cand_m4_board_size,بکام|1393,بکام|1394,بکام,1394,negative,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m2_equity_return_window,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m2_realized_volatility,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m2_amihud_illiquidity,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m3_cpi_inflation,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m3_fx_change_official,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m3_policy_financing_rate,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m4_audit_opinion_type,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m4_going_concern_flag,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m4_audit_lag_days,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1394_بترانس_1395_cand_m4_board_size,بترانس|1394,بترانس|1395,بترانس,1395,positive,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_خبهمن_1394_خبهمن_1395_cand_m2_equity_return_window,خبهمن|1394,خبهمن|1395,خبهمن,1395,positive,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_خبهمن_1394_خبهمن_1395_cand_m2_realized_volatility,خبهمن|1394,خبهمن|1395,خبهمن,1395,positive,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_خبهمن_1394_خبهمن_1395_cand_m2_amihud_illiquidity,خبهمن|1394,خبهمن|1395,خبهمن,1395,positive,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_خبهمن_1394_خبهمن_1395_cand_m3_cpi_inflation,خبهمن|1394,خبهمن|1395,خبهمن,1395,positive,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
