sample_design,predictor_row_key_t,target_row_key_t_plus_1,ticker,fiscal_year_t,target_year,predictor_join,target_join,ticker_identity_exact,t_to_t_plus_1_exact,assumed_available_at_regulatory_jalali,target_fiscal_year_end_t_plus_1_jalali,assumed_before_target_fiscal_year_end,timing_relation_violation,timing_eligible_for_analysis,timing_eligible_for_model,timing_exclusion_reason,target_value_source,financial_value_source,is_observed_publication_timestamp,row_silently_dropped
main_rule_a_primary,اردستان|1401,اردستان|1402,اردستان,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بالبر|1401,بالبر|1402,بالبر,1401,1402,one_to_one,one_to_one,true,true,1401-10-30,1402-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1393,بترانس|1394,بترانس,1393,1394,one_to_one,one_to_one,true,true,1394-04-29,1394-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1394,بترانس|1395,بترانس,1394,1395,one_to_one,one_to_one,true,true,1395-04-29,1395-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1395,بترانس|1396,بترانس,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1396,بترانس|1397,بترانس,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1397,بترانس|1398,بترانس,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1398,بترانس|1399,بترانس,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1399,بترانس|1400,بترانس,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1400,بترانس|1401,بترانس,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بترانس|1401,بترانس|1402,بترانس,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1392,بموتو|1393,بموتو,1392,1393,one_to_one,one_to_one,true,true,1392-10-30,1393-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1393,بموتو|1394,بموتو,1393,1394,one_to_one,one_to_one,true,true,1393-10-30,1394-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1394,بموتو|1395,بموتو,1394,1395,one_to_one,one_to_one,true,true,1394-10-30,1395-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1395,بموتو|1396,بموتو,1395,1396,one_to_one,one_to_one,true,true,1395-10-30,1396-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1396,بموتو|1397,بموتو,1396,1397,one_to_one,one_to_one,true,true,1396-10-30,1397-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1397,بموتو|1398,بموتو,1397,1398,one_to_one,one_to_one,true,true,1397-10-30,1398-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1398,بموتو|1399,بموتو,1398,1399,one_to_one,one_to_one,true,true,1398-10-30,1399-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1399,بموتو|1400,بموتو,1399,1400,one_to_one,one_to_one,true,true,1399-10-30,1400-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1400,بموتو|1401,بموتو,1400,1401,one_to_one,one_to_one,true,true,1400-10-30,1401-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بموتو|1401,بموتو|1402,بموتو,1401,1402,one_to_one,one_to_one,true,true,1401-10-30,1402-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بوعلی|1400,بوعلی|1401,بوعلی,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بوعلی|1401,بوعلی|1402,بوعلی,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1393,بکاب|1394,بکاب,1393,1394,one_to_one,one_to_one,true,true,1393-10-30,1394-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1394,بکاب|1395,بکاب,1394,1395,one_to_one,one_to_one,true,true,1394-10-30,1395-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1395,بکاب|1396,بکاب,1395,1396,one_to_one,one_to_one,true,true,1395-10-30,1396-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1396,بکاب|1397,بکاب,1396,1397,one_to_one,one_to_one,true,true,1396-10-30,1397-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1397,بکاب|1398,بکاب,1397,1398,one_to_one,one_to_one,true,true,1397-10-30,1398-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1398,بکاب|1399,بکاب,1398,1399,one_to_one,one_to_one,true,true,1398-10-30,1399-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1399,بکاب|1400,بکاب,1399,1400,one_to_one,one_to_one,true,true,1399-10-30,1400-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1400,بکاب|1401,بکاب,1400,1401,one_to_one,one_to_one,true,true,1400-10-30,1401-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکاب|1401,بکاب|1402,بکاب,1401,1402,one_to_one,one_to_one,true,true,1401-10-30,1402-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1393,بکام|1394,بکام,1393,1394,one_to_one,one_to_one,true,true,1394-04-29,1394-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1394,بکام|1395,بکام,1394,1395,one_to_one,one_to_one,true,true,1395-04-29,1395-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1395,بکام|1396,بکام,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1396,بکام|1397,بکام,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1397,بکام|1398,بکام,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1398,بکام|1399,بکام,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1399,بکام|1400,بکام,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1400,بکام|1401,بکام,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,بکام|1401,بکام|1402,بکام,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1393,تپمپی|1394,تپمپی,1393,1394,one_to_one,one_to_one,true,true,1393-07-30,1394-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1394,تپمپی|1395,تپمپی,1394,1395,one_to_one,one_to_one,true,true,1394-07-30,1395-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1395,تپمپی|1396,تپمپی,1395,1396,one_to_one,one_to_one,true,true,1395-07-30,1396-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1396,تپمپی|1397,تپمپی,1396,1397,one_to_one,one_to_one,true,true,1396-07-30,1397-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1397,تپمپی|1398,تپمپی,1397,1398,one_to_one,one_to_one,true,true,1397-07-30,1398-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1398,تپمپی|1399,تپمپی,1398,1399,one_to_one,one_to_one,true,true,1398-07-30,1399-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1399,تپمپی|1400,تپمپی,1399,1400,one_to_one,one_to_one,true,true,1399-07-30,1400-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1400,تپمپی|1401,تپمپی,1400,1401,one_to_one,one_to_one,true,true,1400-07-30,1401-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تپمپی|1401,تپمپی|1402,تپمپی,1401,1402,one_to_one,one_to_one,true,true,1401-07-30,1402-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1393,تکمبا|1394,تکمبا,1393,1394,one_to_one,one_to_one,true,true,1394-04-29,1394-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1394,تکمبا|1395,تکمبا,1394,1395,one_to_one,one_to_one,true,true,1395-04-29,1395-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1395,تکمبا|1396,تکمبا,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1396,تکمبا|1397,تکمبا,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1397,تکمبا|1398,تکمبا,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1398,تکمبا|1399,تکمبا,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1399,تکمبا|1400,تکمبا,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1400,تکمبا|1401,تکمبا,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,تکمبا|1401,تکمبا|1402,تکمبا,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1394,ثشرق|1395,ثشرق,1394,1395,one_to_one,one_to_one,true,true,1394-10-30,1395-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1395,ثشرق|1396,ثشرق,1395,1396,one_to_one,one_to_one,true,true,1395-10-30,1396-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1396,ثشرق|1397,ثشرق,1396,1397,one_to_one,one_to_one,true,true,1396-10-30,1397-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1397,ثشرق|1398,ثشرق,1397,1398,one_to_one,one_to_one,true,true,1397-10-30,1398-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1398,ثشرق|1399,ثشرق,1398,1399,one_to_one,one_to_one,true,true,1398-10-30,1399-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1399,ثشرق|1400,ثشرق,1399,1400,one_to_one,one_to_one,true,true,1399-10-30,1400-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1400,ثشرق|1401,ثشرق,1400,1401,one_to_one,one_to_one,true,true,1400-10-30,1401-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثشرق|1401,ثشرق|1402,ثشرق,1401,1402,one_to_one,one_to_one,true,true,1401-10-30,1402-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1392,ثنوسا|1393,ثنوسا,1392,1393,one_to_one,one_to_one,true,true,1392-10-30,1393-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1393,ثنوسا|1394,ثنوسا,1393,1394,one_to_one,one_to_one,true,true,1393-10-30,1394-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1394,ثنوسا|1395,ثنوسا,1394,1395,one_to_one,one_to_one,true,true,1394-10-30,1395-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1395,ثنوسا|1396,ثنوسا,1395,1396,one_to_one,one_to_one,true,true,1395-10-30,1396-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1396,ثنوسا|1397,ثنوسا,1396,1397,one_to_one,one_to_one,true,true,1396-10-30,1397-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1397,ثنوسا|1398,ثنوسا,1397,1398,one_to_one,one_to_one,true,true,1397-10-30,1398-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1398,ثنوسا|1399,ثنوسا,1398,1399,one_to_one,one_to_one,true,true,1398-10-30,1399-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1399,ثنوسا|1400,ثنوسا,1399,1400,one_to_one,one_to_one,true,true,1399-10-30,1400-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1400,ثنوسا|1401,ثنوسا,1400,1401,one_to_one,one_to_one,true,true,1400-10-30,1401-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,ثنوسا|1401,ثنوسا|1402,ثنوسا,1401,1402,one_to_one,one_to_one,true,true,1401-10-30,1402-06-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1395,جم|1396,جم,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1396,جم|1397,جم,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1397,جم|1398,جم,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1398,جم|1399,جم,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1399,جم|1400,جم,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1400,جم|1401,جم,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم|1401,جم|1402,جم,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم پیلن|1399,جم پیلن|1400,جم پیلن,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم پیلن|1400,جم پیلن|1401,جم پیلن,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,جم پیلن|1401,جم پیلن|1402,جم پیلن,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1392,حپترو|1393,حپترو,1392,1393,one_to_one,one_to_one,true,true,1393-04-29,1393-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1393,حپترو|1394,حپترو,1393,1394,one_to_one,one_to_one,true,true,1394-04-29,1394-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1394,حپترو|1395,حپترو,1394,1395,one_to_one,one_to_one,true,true,1395-04-29,1395-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1395,حپترو|1396,حپترو,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1396,حپترو|1397,حپترو,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1397,حپترو|1398,حپترو,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1398,حپترو|1399,حپترو,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1399,حپترو|1400,حپترو,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1400,حپترو|1401,حپترو,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حپترو|1401,حپترو|1402,حپترو,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1392,حکشتی|1393,حکشتی,1392,1393,one_to_one,one_to_one,true,true,1392-07-30,1393-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1393,حکشتی|1394,حکشتی,1393,1394,one_to_one,one_to_one,true,true,1393-07-30,1394-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1394,حکشتی|1395,حکشتی,1394,1395,one_to_one,one_to_one,true,true,1394-07-30,1395-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1395,حکشتی|1396,حکشتی,1395,1396,one_to_one,one_to_one,true,true,1395-07-30,1396-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1396,حکشتی|1397,حکشتی,1396,1397,one_to_one,one_to_one,true,true,1396-07-30,1397-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1397,حکشتی|1398,حکشتی,1397,1398,one_to_one,one_to_one,true,true,1397-07-30,1398-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1398,حکشتی|1399,حکشتی,1398,1399,one_to_one,one_to_one,true,true,1398-07-30,1399-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1399,حکشتی|1400,حکشتی,1399,1400,one_to_one,one_to_one,true,true,1399-07-30,1400-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1400,حکشتی|1401,حکشتی,1400,1401,one_to_one,one_to_one,true,true,1400-07-30,1401-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,حکشتی|1401,حکشتی|1402,حکشتی,1401,1402,one_to_one,one_to_one,true,true,1401-07-30,1402-03-31,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1392,خاذین|1393,خاذین,1392,1393,one_to_one,one_to_one,true,true,1393-04-29,1393-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1393,خاذین|1394,خاذین,1393,1394,one_to_one,one_to_one,true,true,1394-04-29,1394-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1394,خاذین|1395,خاذین,1394,1395,one_to_one,one_to_one,true,true,1395-04-29,1395-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1395,خاذین|1396,خاذین,1395,1396,one_to_one,one_to_one,true,true,1396-04-30,1396-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1396,خاذین|1397,خاذین,1396,1397,one_to_one,one_to_one,true,true,1397-04-29,1397-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1397,خاذین|1398,خاذین,1397,1398,one_to_one,one_to_one,true,true,1398-04-29,1398-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1398,خاذین|1399,خاذین,1398,1399,one_to_one,one_to_one,true,true,1399-04-29,1399-12-30,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1399,خاذین|1400,خاذین,1399,1400,one_to_one,one_to_one,true,true,1400-04-30,1400-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1400,خاذین|1401,خاذین,1400,1401,one_to_one,one_to_one,true,true,1401-04-29,1401-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
main_rule_b_listing_robustness,خاذین|1401,خاذین|1402,خاذین,1401,1402,one_to_one,one_to_one,true,true,1402-04-29,1402-12-29,true,false,true,true,,frozen_gate_b_pair_copy,frozen_stage123_predictor_row_copy,false,false
