column_name,definition,data_type,unit,column_role,model_eligibility,source_block,source_provider_or_author_derived,temporal_reference,missing_value_semantics,derivation_or_formula,authoritative_source_path,authoritative_source_field_or_section,definition_status,limitations
equity_ratio,Equity relative to total assets at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",equity / total_assets. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=equity_ratio :: definition = 'equity / total_assets',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
financial_expense_period_adjusted,"Financial expense for fiscal year t, adjusted to the canonical annual period. Expenses may carry a negative sign under the source's own convention.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=financial_expense_period_adjusted :: definition = 'Financial expense adjusted to the canonical period; expenses may be negative per source sign convention',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
financial_expense_to_assets_period_adjusted,Period-adjusted financial expense relative to total assets at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",financial_expense_period_adjusted / total_assets. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=financial_expense_to_assets_period_adjusted :: definition = 'financial_expense_period_adjusted / total_assets',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
financial_expense_to_revenue_period_adjusted,Period-adjusted financial expense relative to revenue at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",financial_expense_period_adjusted / revenue_period_adjusted. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=financial_expense_to_revenue_period_adjusted :: definition = 'financial_expense_period_adjusted / revenue_period_adjusted',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
gross_margin_period_adjusted,Period-adjusted gross profit relative to revenue at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Material missingness remains. The Stage121 dictionary records missing_policy = 'Do not fill automatically; handle only inside the modeling pipeline with a documented train-only strategy.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",gross_profit_period_adjusted / revenue_period_adjusted. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=gross_margin_period_adjusted :: definition = 'gross_profit_period_adjusted / revenue_period_adjusted',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
gross_profit_period_adjusted,"Gross profit for fiscal year t, adjusted to the canonical annual period.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Material missingness remains. The Stage121 dictionary records missing_policy = 'Do not fill automatically; handle only inside the modeling pipeline with a documented train-only strategy.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=gross_profit_period_adjusted (role raw_feature_optional) :: 'Gross profit adjusted to the canonical period; material missingness remains',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility. Material missingness remains, and gross_profit_resolution_status records why per row."
leverage_ratio,"Leverage: total liabilities relative to total assets, at fiscal year t.",numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",total_liabilities / total_assets. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=leverage_ratio :: definition = 'total_liabilities / total_assets',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated. It is also an input to the fd_ocf_high_leverage target criterion (threshold 0.70), so it sits close to the outcome; the Part 4 plan removes it from the primary feature set on target-proximity grounds."
net_income_growth_period_adjusted,Period-adjusted year-over-year net-income growth into fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",period-adjusted year-over-year net-income growth. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=net_income_growth_period_adjusted :: definition = 'period-adjusted year-over-year net-income growth',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
net_income_period_adjusted,"Net income for fiscal year t, adjusted to the canonical annual period.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=net_income_period_adjusted :: definition = 'Net income adjusted to the canonical period',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
net_margin_period_adjusted,Period-adjusted net income relative to revenue at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",net_income_period_adjusted / revenue_period_adjusted. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=net_margin_period_adjusted :: definition = 'net_income_period_adjusted / revenue_period_adjusted',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
ocf_to_assets_period_adjusted,Period-adjusted operating cash flow relative to total assets at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Material missingness remains. The Stage121 dictionary records missing_policy = 'Do not fill automatically; handle only inside the modeling pipeline with a documented train-only strategy.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",operating_cash_flow_period_adjusted / total_assets. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=ocf_to_assets_period_adjusted :: definition = 'operating_cash_flow_period_adjusted / total_assets',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
operating_cash_flow_period_adjusted,"Operating cash flow for fiscal year t, adjusted to the canonical annual period.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Material missingness remains. The Stage121 dictionary records missing_policy = 'Do not fill automatically; handle only inside the modeling pipeline with a documented train-only strategy.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=operating_cash_flow_period_adjusted (role raw_feature_optional) :: 'Operating cash flow adjusted to the canonical period; unresolved values remain outside the training-candidate subset',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility. It is also an input to the fd_ocf_high_leverage target criterion, so its missingness propagates into the three-valued outcome. ocf_resolution_status records why a value is absent."
operating_margin_period_adjusted,Period-adjusted operating profit relative to revenue at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",operating_profit_period_adjusted / revenue_period_adjusted. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=operating_margin_period_adjusted :: definition = 'operating_profit_period_adjusted / revenue_period_adjusted',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
operating_profit_period_adjusted,"Operating profit for fiscal year t, adjusted to the canonical annual period.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=operating_profit_period_adjusted :: definition = 'Operating profit adjusted to the canonical period',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
profit_margin_period_adjusted,Period-adjusted net income relative to revenue at fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",net_income_period_adjusted / revenue_period_adjusted. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=profit_margin_period_adjusted :: definition = 'net_income_period_adjusted / revenue_period_adjusted',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
registered_capital,Registered capital of the company at fiscal year t.,numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=registered_capital :: definition = 'Registered capital',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
revenue_growth_period_adjusted,Period-adjusted year-over-year revenue growth into fiscal year t.,numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",period-adjusted year-over-year revenue growth. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=revenue_growth_period_adjusted :: definition = 'period-adjusted year-over-year revenue growth',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
revenue_period_adjusted,"Revenue for fiscal year t, adjusted to the canonical annual period where the source period required it.",numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=revenue_period_adjusted :: definition = 'Revenue adjusted to the canonical period where required',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
roa_period_adjusted,"Return on assets for fiscal year t, on the period-adjusted net income.",numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",net_income_period_adjusted / total_assets. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=roa_period_adjusted :: definition = 'net_income_period_adjusted / total_assets',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
roe_period_adjusted,"Return on equity for fiscal year t, on the period-adjusted net income.",numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",net_income_period_adjusted / equity. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=roe_period_adjusted :: definition = 'net_income_period_adjusted / equity',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
sales_growth_period_adjusted,"Period-adjusted sales/revenue growth into fiscal year t, retained under the source's own alias.",numeric,ratio,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,author_compiled_ratio_over_CODAL_line_items,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",alias retained from source for period-adjusted sales/revenue growth. Supplied as a stored ratio in the upstream panel and copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=sales_growth_period_adjusted :: definition = 'alias retained from source for period-adjusted sales/revenue growth',committed_dictionary,"Supplied as a stored ratio in the upstream panel and reconciled by QC as arithmetic agreement with its stored components, not re-audited against the original filing. QC coverage differs by check (1,273-1,312 of 1,331 upstream rows evaluable); zero mismatches among evaluable rows says nothing about rows that could not be evaluated."
total_assets,Total assets of the company at fiscal year t.,numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=total_assets :: definition = 'Total assets',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
total_liabilities,Total liabilities of the company at fiscal year t.,numeric,million_IRR,predictor_candidate,candidate_inventory_only_pending_part4_sap_not_approved_for_model_entry,M1_upstream_source_panel,provider_CODAL_statement_line_item_compiled_by_the_authors,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Statement line item compiled by the authors from the annual separate/parent-company CODAL filing. Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=total_liabilities :: definition = 'Total liabilities',committed_dictionary,"Nominal monetary level. The study period covers years of high inflation in Iran and no deflation, currency conversion or purchasing-power adjustment was applied; the per-row monetary scale is recorded in the `unit` column. Cross-year comparison of nominal levels is the reuser's responsibility."
source_file,"Filename of the source statement workbook the predictor row was extracted from. Filename only — no directory component, no local path and no file content.",string,not_applicable,provenance_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_assigned_key_or_label,retrieval,"Absent for 28 of the 1,331 upstream panel rows — a documented provenance gap, not imputed and not reclassified. An empty value also fails eligible_source_quality. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/stage125/data_dictionary_stage125.csv,"row variable_name=source_file (source_id src_m1_uploaded_xls, provenance_status in_use_partial_gap)",committed_dictionary,"Provenance here is file-level, not row-level. The workbook itself is NOT redistributed in this release, so the filename resolves to nothing a reuser holds."
source_url,"Public CODAL report URL for the predictor row, where one was recorded.",string,not_applicable,provenance_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,provider_CODAL_label_compiled_by_the_authors,publication,"Missing for 1,316 of the 1,331 upstream panel rows. Recorded as a provenance gap only; it was never used to change eligibility. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/stage125/data_dictionary_stage125.csv,"row variable_name=source_url (source_id src_m1_codal_fs, provenance_status in_use_major_gap)",committed_dictionary,"A partial convenience pointer, not a provenance guarantee. It is populated for only a small minority of rows and a URL may not resolve at a later date."
target_row_fiscal_year,"Jalali fiscal year read back from the joined t+1 outcome row, for the pair identity audit.",string,not_applicable,provenance_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_assigned_key_or_label,target_fiscal_year_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"row['target_row_fiscal_year'] = str(tgt['fiscal_year']), where tgt is the single Stage123 row matched by target_row_key_t_plus_1.",project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['target_row_fiscal_year'] = str(tgt['fiscal_year']),frozen_generator_code,Identity audit only. It proves the pair joined to the company-year it claims to; it says nothing about the company and is never a predictor feature.
